Organization Name,CID,Column1,Program,Region,Company Website,Address,Address2,Address3,City,State,Zip
"Mustang Hills, LLC",C002176,"40 E. 52nd St, New York, NY 10022",FPA (Market Based Rate) Public Utilities,Western,www.blackrock.com,40 E. 52nd St,,,New York,NY,10022
Myotis Power Marketing LLC,C003451,"15 W South Temple, Ste 1900, Salt Lake City, UT 84101",FPA (Market Based Rate) Public Utilities,Western,www.cyrqenergy.com,"15 W South Temple, Ste 1900",,,Salt Lake City,UT,84101
Nalcor Energy,C001996,"500 Columbis Drive - Hydro Place P.O. Box 12400, St. John's, NF A1B 4K7",FPA (Market Based Rate) Public Utilities,Western,www.nalcorenergy.com,500 Columbis Drive - Hydro Place,P.O. Box 12400,,St. John's,NF,A1B 4K7
Nalcor Energy Marketing Corporation,C004554,"500 Columbus Drive - Hydro Place P.O. Box 15200, St. John's, NF A1B0P5",FPA (Market Based Rate) Public Utilities,Western,www.nalcorenergy.com/,500 Columbus Drive - Hydro Place,P.O. Box 15200,,St. John's,NF,A1B0P5
Naniwa Energy LLC,C001808,"2000 Westchester Avenue 1st Floor, Purchase, NY 10577",FPA (Market Based Rate) Public Utilities,Western,www.morganstanley.com,2000 Westchester Avenue,1st Floor,,Purchase,NY,10577
NASDAQ OMX Commodities Clearing Company,C001423,"One Liberty Plaza 165 Broadway, 50th Floor, New York, NY 10006",FPA (Market Based Rate) Public Utilities,Western,www.nasdaqomx.com,One Liberty Plaza,"165 Broadway, 50th Floor",,New York,NY,10006
"Nassau Energy, LLC",C005107,"1360 Post Oak Blvd. Suite 400, Houston, TX 77056",FPA (Market Based Rate) Public Utilities,Western,www.engie-na.com,1360 Post Oak Blvd.,Suite 400,,Houston,TX,77056
National Choice Energy LLC,C005442,"4775 Durango Drive Suite 105, Las Vegas, NV 89147",FPA (Market Based Rate) Public Utilities,Western,www.compliancelawfirm.com,4775 Durango Drive,Suite 105,,Las Vegas,NV,89147
"National Gas & Electric, LLC",C004948,"2105 CityWest Blvd, Suite 100, Houston, TX 77042",FPA (Market Based Rate) Public Utilities,Western,www.ngande.com,"2105 CityWest Blvd, Suite 100",,,Houston,TX,77042
Natural Gas Exchange Inc.,C004112,"10th Floor 300 5th Avenue SW, Calgary, AB T2P 3C4",FPA (Market Based Rate) Public Utilities,Western,www.ngx.com,10th Floor,300 5th Avenue SW,,Calgary,AB,T2P 3C4
"NaturEner Montana Wind Energy 2, LLC",C002735,"394 Pacific Avenue Suite 300, San Francisco, CA 94111",FPA (Market Based Rate) Public Utilities,Western,www.naturener.net/contact,394 Pacific Avenue,Suite 300,,San Francisco,CA,94111
"NaturEner Montana Wind Energy, LLC",C002728,"4750 E. Park Drive Third Floor, Palm Beach Gardens, FL 33410",FPA (Market Based Rate) Public Utilities,Western,www.naturener.us,4750 E. Park Drive,Third Floor,,Palm Beach Gardens,FL,33410
"Nautilus Power, LLC",C002887,"150 College Road West, Princeton, NJ 08450",FPA (Market Based Rate) Public Utilities,Western,www.cogentrix.com,150 College Road West,,,Princeton,NJ,08450
NC 102 Project LLC,C008906,"3000 Oak Road, Suite 300, Walnut Creek, CA 94597",FPA (Market Based Rate) Public Utilities,Western,recurrentenergy.com,"3000 Oak Road, Suite 300",,,Walnut Creek,CA,94597
"NCP Energy Asset Management, LLC",C003115,"2240 N Interstate Avenue Suite 288, Portland, OR 97227",FPA (Market Based Rate) Public Utilities,Western,www.ncpenergy.com,2240 N Interstate Avenue,Suite 288,,Portland,OR,97227
ND OTM LLC,C010556,"24 Portland Street, Old Town, ME 04468",FPA (Market Based Rate) Public Utilities,Western,us.ndpaper.com,24 Portland Street,,,Old Town,ME,04468
"ND Paper, Inc.",C004672,"1901 South Meyers Road Suite 600, Oakbrook Terrace, IL 60181",FPA (Market Based Rate) Public Utilities,Western,www.us.ndpaper.com,1901 South Meyers Road,Suite 600,,Oakbrook Terrace,IL,60181
"NDR Energy Group, LLC",C003102,"525 North Tryon Street Ste 1600, Charlotte, NC 28202",FPA (Market Based Rate) Public Utilities,Western,www.ndrenergy.com,525 North Tryon Street,Ste 1600,,Charlotte,NC,28202
"NDR Energy Group, LLC",C005268,"4822 Albemarle Road, Suite 209, Charlotte, NC 28205",FPA (Market Based Rate) Public Utilities,Western,www.ndrenergy.us,"4822 Albemarle Road, Suite 209",,,Charlotte,NC,28205
"NE Renewable Power Bethlehem, LLC",C010178,"c/o Hartree Partners, L.P. 1185 Avenue of the Americas, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.hartreepartners.com,"c/o Hartree Partners, L.P.",1185 Avenue of the Americas,,New York,NY,10036
"NE Renewable Power Springfield, LLC",C010143,"c/o Hartree Partners, L.P. 1185 Avenue of the Americas, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.hartreepartners.com,"c/o Hartree Partners, L.P.",1185 Avenue of the Americas,,New York,NY,10036
"NE Renewable Power Tamworth, LLC",C002248,"c/o Hartree Partners, L.P. 1185 Avenue of the Americas, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.hartreepartners.com,"c/o Hartree Partners, L.P.",1185 Avenue of the Americas,,New York,NY,10036
NE Renewable Power Whitefield LLC,C010142,"Hartree Partners, L.P. 1185 Avenue of the Americas, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.hartreepartners.com,"Hartree Partners, L.P.",1185 Avenue of the Americas,,New York,NY,10036
"NE Renewable Power, LLC",C005499,"c/o Hartree Partners, L.P. 1185 Avenue of the Americas, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.hartreepartners.com,"c/o Hartree Partners, L.P.",1185 Avenue of the Americas,,New York,NY,10036
Neighborhood Sun Benefit Corp,C010533,"8121 Georgia Ave., Suite 300, Silver Spring, MD 20910",FPA (Market Based Rate) Public Utilities,Western,http://nsunsolar.com/,"8121 Georgia Ave., Suite 300",,,Silver Spring,MD,20910
NEO Freehold-Gen LLC,C000806,"211 Carnegie Center, Princeton, NJ 08540-6213",FPA (Market Based Rate) Public Utilities,Western,www.nrg.com,211 Carnegie Center,,,Princeton,NJ,08540-6213
"NEP Energy Services, Ltd.",C005524,"230 West Street Suite 150, Columbus, OH 43215",FPA (Market Based Rate) Public Utilities,Western,www.nationwideenergypartners.com/,230 West Street,Suite 150,,Columbus,OH,43215
"NEPM II, LLC",C002608,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Market Based Rate) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
Nestlewood Solar I LLC,C011744,"1111 Bagby Street, Suite 2000, Houston, TX 77002",FPA (Market Based Rate) Public Utilities,Western,https://vesperenergy.com/,"1111 Bagby Street, Suite 2000",,,Houston,TX,77002
"Netsales & Arts, Inc.",C003080,"4370 La Jolla Village Dr. 4th Floor Suite 400, San Diego, CA 92122",FPA (Market Based Rate) Public Utilities,Western,www.worlddigitalinnovations.com,4370 La Jolla Village Dr. 4th Floor Suite 400,,,San Diego,CA,92122
Nevada Cogeneration Associates #1,C011730,"c/o Northern Star Generation Services 2929 Allen Parkway, Suite 3275, Houston, TX 77019",FPA (Market Based Rate) Public Utilities,Western,https://northernstargeneration.com/nca1.html,c/o Northern Star Generation Services,"2929 Allen Parkway, Suite 3275",,Houston,TX,77019
Nevada Cogeneration Associates #2,C011947,"C/O Panamint Capital LLC 917 Tahoe Boulevard, Suite 202, Incline Village, NV 89451",FPA (Market Based Rate) Public Utilities,Western,www.panamintcapital.com,C/O Panamint Capital LLC,"917 Tahoe Boulevard, Suite 202",,Incline Village,NV,89451
Nevada Gold Energy LLC,C002476,"1655 Mountain City Highway, Elko, NV 89801",FPA (Market Based Rate) Public Utilities,Western,www.barrick.com,1655 Mountain City Highway,,,Elko,NV,89801
Nevada Irrigation District,C004566,"28311 Secret Town Road, Colfax, CA 95713",FPA (Market Based Rate) Public Utilities,Western,www.NIDwater.com,28311 Secret Town Road,,,Colfax,CA,95713
"Nevada Solar One, LLC",C002640,"c/o Acciona Energy North America Corporation 55 East Monroe Street, Suite 2900, Chicago, IL 60603",FPA (Market Based Rate) Public Utilities,Western,www.acciona.com,c/o Acciona Energy North America Corporation,"55 East Monroe Street, Suite 2900",,Chicago,IL,60603
Nevada Sun-Peak Limited Partnership,C004384,"919 Milam, Suite 2300, Houston, TX 77002",FPA (Market Based Rate) Public Utilities,Western,www.camstex.com,"919 Milam, Suite 2300",,,Houston,TX,77002
"New Athens Generating Company, LLC",C002084,"c/o Gate City Power - NE Generation LLC 19 Old Kings Hwy S., Suite 330, Darien, CT 06820",FPA (Market Based Rate) Public Utilities,Western,https://www.steptoe.com,c/o Gate City Power - NE Generation LLC,"19 Old Kings Hwy S., Suite 330",,Darien,CT,06820
New Brunswick Energy Marketing Corporation,C001662,"P.O. Box 2010, 515 King Street, Fredericton, NB E3B 5G4",FPA (Market Based Rate) Public Utilities,Western,https://www.nbem.ca/,"P.O. Box 2010, 515 King Street",,,Fredericton,NB,E3B 5G4
"New Clear Energy USA, Inc",C011444,"1440 Henry St., Apt. A, Berkeley, CA 94709",FPA (Market Based Rate) Public Utilities,Western,www.fellerenergylaw.com,"1440 Henry St., Apt. A",,,Berkeley,CA,94709
New Creek Wind LLC,C005335,"11 E Superior Street Suite 125, Duluth, MN 55802",FPA (Market Based Rate) Public Utilities,Western,www.enbridge.com,11 E Superior Street,Suite 125,,Duluth,MN,55802
"New England Battery Storage, LLC",C010375,"20 Park Plaza Suite 1101, Boston, MA 02116",FPA (Market Based Rate) Public Utilities,Western,www.nebatterystorage.com,20 Park Plaza Suite 1101,,,Boston,MA,02116
New England Power and Light LLC,C011778,"302 MACDADE BLVD, Collingdale, PA 19032",FPA (Market Based Rate) Public Utilities,Western,http://www.newenglandpowerandlight.com/,302 MACDADE BLVD,,,Collingdale,PA,19032
"New England Wind, LLC",C002784,"2701 NW Vaughn Suite 300, Portland, OR 97210",FPA (Market Based Rate) Public Utilities,Western,www.avangrid.com/aboutus/renewables/ourbusiness,2701 NW Vaughn,Suite 300,,Portland,OR,97210
"New England Wire Technologies, Corp.",C002371,"130 No. Main Street, Lisbon, NH 03585",FPA (Market Based Rate) Public Utilities,Western,www.felpower.com/newenglandwiretechnologiescorp/,130 No. Main Street,,,Lisbon,NH,03585
"New Hampshire Industries, Inc.",C002384,"68 Etna Rd, Lebanon, NH 03766",FPA (Market Based Rate) Public Utilities,Western,www.felpower.com/newhampshireindustriesinc/,68 Etna Rd,,,Lebanon,NH,03766
"New Harquahala Generating Company, LLC",C002087,"c/o Capital Power 1200 10423 101 Street, Alberta, AB T5H0E9",FPA (Market Based Rate) Public Utilities,Western,www.capitalpower.com,c/o Capital Power,1200 10423 101 Street,,Alberta,AB,T5H0E9
New Harvest Wind Project LLC,C002183,"2701 NW Vaughn Suite 300, Portland, OR 97210",FPA (Market Based Rate) Public Utilities,Western,www.avangrid.com/aboutus/renewables/ourbusiness,2701 NW Vaughn,Suite 300,,Portland,OR,97210
New Hope Power Partnership,C002602,"8001 Highway 27 South, South Bay, FL 33493",FPA (Market Based Rate) Public Utilities,Western,www.floridacrystals.com,8001 Highway 27 South,,,South Bay,FL,33493
"New Mexico Electric Marketing, LLC",C000218,"14302 FNB Parkway, Omaha, NE 68154",FPA (Market Based Rate) Public Utilities,Western,www.tenaska.com,14302 FNB Parkway,,,Omaha,NE,68154
New Mexico PPA Corporation,C010370,"414 Silver Ave SW, Albuquerque, NM 87158",FPA (Market Based Rate) Public Utilities,Western,https://www.pnmresources.com/about-us/our-businesses/nmppa,414 Silver Ave SW,,,Albuquerque,NM,87158
New Wave Energy Corp,C005197,"410 Main St, Buffalo, NY 14202",FPA (Market Based Rate) Public Utilities,Western,www.nwaveenergy.com,410 Main St,,,Buffalo,NY,14202
"New York Distributed Storage Resources, LLC",C010983,"One Marina Park Drive Suite 400, Boston, MA 02210",FPA (Market Based Rate) Public Utilities,Western,www.enelx.com,One Marina Park Drive,Suite 400,,Boston,MA,02210
"New York Industrial Energy Buyers, LLC",C002695,"325 Delaware Ave. Ste. 102B, Buffalo, NY 14202",FPA (Market Based Rate) Public Utilities,Western,www.newyorkieb.com,325 Delaware Ave. Ste. 102B,,,Buffalo,NY,14202
"Newark Bay Cogeneration Partnership, L.P.",C001100,"600 Hamilton Street Suite 600, Allentown, PA 18101",FPA (Market Based Rate) Public Utilities,Western,www.talenenergy.com,600 Hamilton Street,Suite 600,,Allentown,PA,18101
"Newark Energy Center, LLC",C004534,"Hartree Partners 1185 Avenue of the Americas, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.hartreepartners.com,Hartree Partners,1185 Avenue of the Americas,,New York,NY,10036
New-Indy Ontario LLC,C005010,"5100 Jurupa Street, Ontario, CA 91761",FPA (Market Based Rate) Public Utilities,Western,www.new-indy.com,5100 Jurupa Street,,,Ontario,CA,91761
New-Indy Oxnard LLC,C005011,"5933 Perkins Road, Oxnard, CA 93033",FPA (Market Based Rate) Public Utilities,Western,www.new-indy.com,5933 Perkins Road,,,Oxnard,CA,93033
"NewPage Energy Services, LLC",C001727,"NewPage Energy Services, LLC c/o NewPage Corporation 35 Hartford Street, Rumford, ME 04276",FPA (Market Based Rate) Public Utilities,Western,www.newpagecorp.com,"NewPage Energy Services, LLC c/o NewPage Corporation",35 Hartford Street,,Rumford,ME,04276
Newport Solar LLC,C011807,"One Energy Plaza, Jackson, MI 49201",FPA (Market Based Rate) Public Utilities,Western,https://northstarcleanenergy.com/overview/default.aspx,One Energy Plaza,,,Jackson,MI,49201
Next Utility Energy LLC,C003515,"1325 6th Avenue, Floor 28, New York, NY 10019",FPA (Market Based Rate) Public Utilities,Western,www.nextutilityenergy.com,"1325 6th Avenue, Floor 28",,,New York,NY,10019
"NextEra Energy Duane Arnold, LLC",C000739,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Market Based Rate) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"NextEra Energy Marketing, LLC",C000740,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Market Based Rate) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"NextEra Energy Montezuma II Wind, LLC",C002666,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Market Based Rate) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"NextEra Energy Point Beach, LLC",C000741,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Market Based Rate) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"NextEra Energy Services Massachusetts, LLC",C000698,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Market Based Rate) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
Nexus Energy Inc.,C007703,"4789 Yonge St, Suite 916, Toronto, ON M2N0G3",FPA (Market Based Rate) Public Utilities,Western,www.nexusenergycanada.com,"4789 Yonge St, Suite 916",,,Toronto,ON,M2N0G3
"NFI Solar, LLC",C002737,"1515 Burnt Mill Rd., Cherry Hill, NJ 08003",FPA (Market Based Rate) Public Utilities,Western,www.nfiindustries.com,1515 Burnt Mill Rd.,,,Cherry Hill,NJ,08003
NGP Blue Mountain I LLC,C001767,"15 W South Temple, Suite 1900 Suite 2001, Salt Lake City, UT 84101",FPA (Market Based Rate) Public Utilities,Western,www.cyrqenergy.com,"15 W South Temple, Suite 1900",Suite 2001,,Salt Lake City,UT,84101
"Niagara Generation, LLC",C001776,"c/o US Renewables Group, 2425 Olympic Boulevard Suite 4050W, Santa Monica, CA 90404",FPA (Market Based Rate) Public Utilities,Western,www.usregroup.com/index.html,"c/o US Renewables Group, 2425 Olympic Boulevard",Suite 4050W,,Santa Monica,CA,90404
"Nicolis, LLC",C005104,"8800 N. Gainey Center Drive, Suite 250, Scottsdale, AZ 85258",FPA (Market Based Rate) Public Utilities,Western,https://arevonenergy.com/,"8800 N. Gainey Center Drive, Suite 250",,,Scottsdale,AZ,85258
"NiGen, LLC",C004671,"5300 Frontier Avenue, Niagara Falls, NY 14304",FPA (Market Based Rate) Public Utilities,Western,www.sterlingenergygroupinc.com/power-plants/niagra-generation/,5300 Frontier Avenue,,,Niagara Falls,NY,14304
"Niles Power, LLC",C010265,"200 West Madison Suite 3810, Chicago, IN 60606",FPA (Market Based Rate) Public Utilities,Western,www.mrpheritagepower.com,200 West Madison,Suite 3810,,Chicago,IN,60606
Niles Valley Energy LLC,C005514,"106 Isabella Street Suite 600, Pittsburgh, PA 15212",FPA (Market Based Rate) Public Utilities,Western,www.imgmidstream.com,106 Isabella Street,Suite 600,,Pittsburgh,PA,15212
"Nine Mile Point Nuclear Station, LLC",C001118,"1310 Point Street, 8th Floor, Baltimore, MD 21231",FPA (Market Based Rate) Public Utilities,Western,www.constellationenergy.com,"1310 Point Street, 8th Floor",,,Baltimore,MD,21231
Nippon Dynawave Packaging Co.,C005390,"3401 Industrial Way, Longview, WA 98632",FPA (Market Based Rate) Public Utilities,Western,www.nippondynawave.com,3401 Industrial Way,,,Longview,WA,98632
Nissequogue Cogen Partners,C000354,"717 Texas Avenue, Suite 1000, Houston, TX 77002",FPA (Market Based Rate) Public Utilities,Western,www.calpine.com,"717 Texas Avenue, Suite 1000",,,Houston,TX,77002
"Nittany Energy, LLC",C004902,"1540 Martin Street, State College, PA 16803",FPA (Market Based Rate) Public Utilities,Western,www.nittanyenergy.com,1540 Martin Street,,,State College,PA,16803
"NMRD Data Center II, LLC",C010199,"c/o Exus North America Holdings, LLC 1435 Bedford Ave., Suite C-2, Pittsburgh, PA 15219",FPA (Market Based Rate) Public Utilities,Western,https://www.exuspartners.com,"c/o Exus North America Holdings, LLC","1435 Bedford Ave., Suite C-2",,Pittsburgh,PA,15219
"NMRD Data Center III, LLC",C010200,"c/o Exus North America Holdings, LLC 1435 Bedford Ave., Suite C-2, Pittsburgh, PA 15219",FPA (Market Based Rate) Public Utilities,Western,https://www.exuspartners.com,"c/o Exus North America Holdings, LLC","1435 Bedford Ave., Suite C-2",,Pittsburgh,PA,15219
"NN8, LLC",C011908,"9300 W 110th Street Suite 350, Overland Park, KS 66210",FPA (Market Based Rate) Public Utilities,Western,https://www.soleaenergy.com,9300 W 110th Street,Suite 350,,Overland Park,KS,66210
Noble Americas Gas & Power Corp.,C001792,"20 E. Greenway Plaza Suite 650, Houston, TX 77046",FPA (Market Based Rate) Public Utilities,Western,www.mercuria.com,20 E. Greenway Plaza,Suite 650,,Houston,TX,77046
"Noble Bellmont Windpark, LLC",C001867,"6 Main Street Suite 121, Centerbrook, CT 06409",FPA (Market Based Rate) Public Utilities,Western,www.noblepower.com,6 Main Street,Suite 121,,Centerbrook,CT,06409
"Nobles 2 Power Partners, LLC",C010739,"14302 FNB Parkway, Omaha, NE 68154-5212",FPA (Market Based Rate) Public Utilities,Western,www.tenaska.com,14302 FNB Parkway,,,Omaha,NE,68154-5212
"Nordic Energy Services, LLC",C002797,"One Tower Lane - Suite 300, Oakbrook Terrace, IL 60181",FPA (Market Based Rate) Public Utilities,Western,www.nordicenergy-us.com,One Tower Lane - Suite 300,,,Oakbrook Terrace,IL,60181
"North Allegheny Wind, LLC",C000299,"550 South Caldwell Street, Charlotte, NC 28202",FPA (Market Based Rate) Public Utilities,Western,https://derivaenergy.com/,550 South Caldwell Street,,,Charlotte,NC,28202
"North American Power and Gas, LLC",C002510,"20 Glover Ave., Norwalk, CT 06850",FPA (Market Based Rate) Public Utilities,Western,www.napower.com/,20 Glover Ave.,,,Norwalk,CT,06850
"North American Power Business, LLC",C005329,"1050 Thomas Jefferson St., NW, Suite 700, Washington, DC 20007",FPA (Market Based Rate) Public Utilities,Western,www.vnf.com,"1050 Thomas Jefferson St., NW, Suite 700",,,Washington,DC,20007
"North Bend Wind Project, LLC",C011988,"1360 Post Oak Blvd. Ste. 400, Houston, TX 77056",FPA (Market Based Rate) Public Utilities,Western,www.engie-na.com,1360 Post Oak Blvd.,Ste. 400,,Houston,TX,77056
"North Branch Resources, LLC",C002707,"6 North Branch Road, Newtown, CT 06470",FPA (Market Based Rate) Public Utilities,Western,www.couchwhite.com,6 North Branch Road,,,Newtown,CT,06470
North Carolina Electric Membership Corporation,C003588,"3400 Sumner Boulevard, Raleigh, NC 27616",FPA (Market Based Rate) Public Utilities,Western,www.ncemc.com,3400 Sumner Boulevard,,,Raleigh,NC,27616
North Carolina Municipal Power Agency Number 1,C003659,"1427 Meadow Wood Blvd., Raleigh, NC 27604",FPA (Market Based Rate) Public Utilities,Eastern,www.electricities.com,1427 Meadow Wood Blvd.,,,Raleigh,NC,27604
North Community Turbines LLC,C002195,"414 Nicollet Mall, Minneapolis, MN 55401",FPA (Market Based Rate) Public Utilities,Western,www.xcelenergy.com,414 Nicollet Mall,,,Minneapolis,MN,55401
"North East Offshore, LLC",C011685,"399 Boylston Street 12th Floor, Boston, MA 02116",FPA (Market Based Rate) Public Utilities,Western,https://us.orsted.com/renewable-energy-solutions/offshore-wind#project-list,399 Boylston Street,12th Floor,,Boston,MA,02116
"North Energy Power, LLC",C004652,"1425 37th Street, Brooklyn, NY 11218",FPA (Market Based Rate) Public Utilities,Western,www.northenergy.net,1425 37th Street,,,Brooklyn,NY,11218
"North Fork Solar Project, LLC",C012240,"98 San Jacinto Blvd., Suite 750, Austin, TX 78701",FPA (Market Based Rate) Public Utilities,Western,https://recurrentenergy.com/,"98 San Jacinto Blvd., Suite 750",,,Austin,TX,78701
"North Johnson Energy Center, LLC",C010893,"650 Bercut Drive Suite C, Sacramento, CA 95811",FPA (Market Based Rate) Public Utilities,Western,www.wellhead.com,650 Bercut Drive,Suite C,,Sacramento,CA,95811
North Lancaster Ranch LLC,C004712,"sPower 2180 South 1300 East, Suite 600, Salt Lake City, UT 84106",FPA (Market Based Rate) Public Utilities,Western,www.spower.com,sPower,"2180 South 1300 East, Suite 600",,Salt Lake City,UT,84106
"North Rosamond Solar, LLC",C010102,"550 South Caldwell Street, Charlotte, NC 28202",FPA (Market Based Rate) Public Utilities,Western,https://derivaenergy.com/,550 South Caldwell Street,,,Charlotte,NC,28202
"North Sky River Energy, LLC",C003116,"801 Pennsylvania Ave., NW Suite 220, Washington, DC 20004",FPA (Market Based Rate) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., NW",Suite 220,,Washington,DC,20004
North Star Gas Company LLC,C005230,"7660 Woodway, Suite 471A, Houston, TX 77063",FPA (Market Based Rate) Public Utilities,Western,www.yepenergy.com,"7660 Woodway, Suite 471A",,,Houston,TX,77063
North Star Gas Company LLC,C005427,"7660 Woodway Dr. Suite 471A, Houston, TX 77063",FPA (Market Based Rate) Public Utilities,Western,www.yepenergy.com,7660 Woodway Dr.,Suite 471A,,Houston,TX,77063
North Star Solar PV LLC,C005298,"1166 Avenue of the Americas Ninth Floor, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.deshaw.com,1166 Avenue of the Americas,Ninth Floor,,New York,NY,10036
"North Star Solar, LLC",C004793,"600 North 18th Street, Birmingham, AL 35291",FPA (Market Based Rate) Public Utilities,Western,www.southernco.com,600 North 18th Street,,,Birmingham,AL,35291
North Wind Turbines LLC,C002194,"c/o Xcel Energy Inc. 414 Nicollet Mall, Minneapolis, MN 55401",FPA (Market Based Rate) Public Utilities,Western,www.xcelenergy.com,c/o Xcel Energy Inc.,414 Nicollet Mall,,Minneapolis,MN,55401
"Northampton Generating Company, L.P.",C002758,"c/o Olympus Power, LLC 67 Park Place East, Morristown, NJ 07960",FPA (Market Based Rate) Public Utilities,Western,www.olympuspower.com,"c/o Olympus Power, LLC",67 Park Place East,,Morristown,NJ,07960
"Northeast Energy Associates, A Limited Partnership",C000755,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Market Based Rate) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"Northeastern Power & Gas, LLC",C011954,"260 Madison Ave 8th fl, New York, NY 10016",FPA (Market Based Rate) Public Utilities,Western,www.nepower.com,260 Madison Ave 8th fl,,,New York,NY,10016
"Northern Colorado Wind Energy, LLC",C000757,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Market Based Rate) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
Northern Iowa Windpower II LLC,C001543,"2701 NW Vaughn Suite 300, Portland, OR 97210",FPA (Market Based Rate) Public Utilities,Western,www.avangrid.com/aboutus/renewables/ourbusiness,2701 NW Vaughn,Suite 300,,Portland,OR,97210
Northern Iowa Windpower LLC,C000864,"7001 Mt. Rushmore Road, Rapid City, SD 57702",FPA (Market Based Rate) Public Utilities,Western,www.blackhillsenergy.com,7001 Mt. Rushmore Road,,,Rapid City,SD,57702
"Northern Orchard Solar PV, LLC",C012070,"353 N. Clark Street 30th Floor, Chicago, IL 60625",FPA (Market Based Rate) Public Utilities,Western,https://www.rwe.com/en/the-group/rwe-clean-energy/,353 N. Clark Street,30th Floor,,Chicago,IL,60625
"Northern Wind Energy Redevelopment, LLC",C011282,"30 West Superior Street Suite 200, Duluth, MN 55802-2093",FPA (Market Based Rate) Public Utilities,Western,http://alletecleanenergy.com/,30 West Superior Street,Suite 200,,Duluth,MN,55802-2093
Northfield Mountain LLC,C010159,"111 South Bedford Street Suite 103, Burlington, MA 01803",FPA (Market Based Rate) Public Utilities,Western,www.firstlightpower.com,111 South Bedford Street,Suite 103,,Burlington,MA,01803
Northland Power Energy Marketing (US) Inc.,C010162,"30 St. Clair Avenue West 3rd Floor, Toronto, ON M4V3A1",FPA (Market Based Rate) Public Utilities,Western,www.northlandpower.com/Default.aspx,30 St. Clair Avenue West,3rd Floor,,Toronto,ON,M4V3A1
NorthPoint Energy Solutions Inc.,C001760,"2025 Victoria Avenue, Regina, SK S4P 0S1",FPA (Market Based Rate) Public Utilities,Western,www.saskpower.com,2025 Victoria Avenue,,,Regina,SK,S4P 0S1
NorthStar Clean Energy Company,C011388,"One Energy Plaza, Jackson, MI 49201",FPA (Market Based Rate) Public Utilities,Western,https://northstarcleanenergy.com/overview/default.aspx,One Energy Plaza,,,Jackson,MI,49201
Northstar Trading Ltd.,C012016,"1621 – 401 Bay Street, Toronto, ON M5H 2Y4",FPA (Market Based Rate) Public Utilities,Western,https://www.nstrading.ca/,1621 – 401 Bay Street,,,Toronto,ON,M5H 2Y4
"Northwest Ohio IA, LLC",C011577,"One Energy Plaza, Jackson, MI 49201",FPA (Market Based Rate) Public Utilities,Western,https://www.cms-enterprises.com/about/about/default.aspx,One Energy Plaza,,,Jackson,MI,49201
"Northwest Ohio Solar, LLC",C011571,"One Energy Plaza, Jackson, MI 49201",FPA (Market Based Rate) Public Utilities,Western,https://www.cms-enterprises.com/about/about/default.aspx,One Energy Plaza,,,Jackson,MI,49201
"Northwest Ohio Wind, LLC",C008924,"C/o CMS Enterprises Company One Energy Plaza, Jackson, MI 49201",FPA (Market Based Rate) Public Utilities,Western,www.cmsenergy.com,C/o CMS Enterprises Company,One Energy Plaza,,Jackson,MI,49201
Norwalk Power LLC,C000807,"804 Carnegie Center, Princeton, NJ 08540-6213",FPA (Market Based Rate) Public Utilities,Western,www.nrg.com,804 Carnegie Center,,,Princeton,NJ,08540-6213
